cust_id,sales_total,num_of_orders,gender
100530,883.65,6,0
100531,88.51,1,0
100532,372.31,2,0
100533,142.86,2,1
100534,512.95,4,1
100535,161.63,2,0
100536,106.02,2,1
100537,309.02,2,0
100538,982.78,2,0
100539,511.45,4,1
100540,90.98,3,1
100541,472.12,4,0
100542,189.36,2,1
100543,84.4,2,1
100544,599.41,4,1
100545,386.86,3,1
100546,153.89,2,1
100547,272.21,4,0
100548,331.81,1,1
100549,862.94,3,0
100550,227.01,2,1
100551,107.18,1,0
100552,93.45,1,1
100553,380.54,3,1
100554,566.28,4,1
100555,53.73,2,1
100556,463.6,1,1
100557,790.77,5,0
100558,289.91,2,1
100559,90.17,2,1
100560,107.61,3,0
100561,319.29,3,0
100562,166.21,1,0
100563,41.3,1,0
100564,942.67,5,1
100565,190.05,3,0
100566,191.8,2,1
100567,199.49,1,0
100568,160.48,1,0
100569,345.15,2,1
100570,175.25,3,0
100571,104.6,3,1
100572,46.94,2,1
100573,95.01,3,0
100574,50.31,1,1
100575,197.74,2,1
100576,238.88,3,1
100577,35.55,2,0
100578,46.28,2,1
100579,194.36,3,1
100580,621.54,4,1
100581,963.15,5,0
100582,197.88,1,0
100583,504.97,3,1
100584,111.16,3,1
100585,394.44,1,0
100586,476.62,2,0
100587,102.36,1,1
100588,873.21,6,0
100589,491.69,4,0
100590,80.3,2,1
100591,367.29,3,0
100592,85.89,2,1
100593,53.99,1,0
100594,701.36,4,1
100595,36.69734,1,0
100596,367.32,2,1
100597,141.25,1,1
100598,172.8,2,1
100599,783.15,3,0
100600,116.95,3,1
100601,50.58,3,1
100602,83.43,3,0
100603,40.36,1,1
100604,102.35,3,0
100605,30.15,1,0
100606,136.45,3,0
100607,31.14664,1,0
100608,46.93,1,1
100609,1086.8,5,1
100610,97.99,1,0
100611,105.82,3,1
100612,394.04,3,1
100613,626.92,4,0
100614,82.41,1,0
100615,182.27,3,0
100616,137.28,3,0
100617,138.92,2,0
100618,505.15,6,0
100619,215.16,2,1
100620,860.13,3,0
100621,79.65,2,0
100622,47.65,2,0
100623,72.02,1,0
100624,198.71,2,0
100625,352.41,2,0
100626,55.38,2,1
100627,69.61,1,1
100628,454.98,2,0
100629,314.35,1,1
100630,433.69,3,1
100631,261.25,2,0
100632,192.89,3,0
100633,88.08,2,1
100634,700.97,5,0
100635,945.51,3,1
100636,57.73,3,0
100637,66.66,1,0
100638,341.17,2,0
100639,53.24077,1,0
100640,77.23,3,0
100641,201.73,2,1
100642,806.59,6,0
100643,243.65,2,1
100644,935.42,3,1
100645,95.12071,2,1
100646,97.83281,2,1
100647,228.02,2,1
100648,76.92,2,1
100649,58.23353,1,0
100650,210.7,1,0
100651,332.38,4,0
100652,719.27,4,1
100653,200.85,4,1
100654,284.14,3,1
100655,357.69,4,1
100656,132.81,3,1
100657,156.31,2,1
100658,234.38,2,0
100659,43.55,2,0
100660,151.09,1,1
100661,300.71,3,0
100662,631.37,3,0
100663,44.93,2,1
100664,152.56,2,1
100665,227.57,1,1
100666,79.38,3,0
100667,485.3,1,0
100668,43.59,1,1
100669,110.05,1,0
100670,179.11,2,0
100671,154,2,1
100672,220.86,3,0
100673,275.14,2,0
100674,212,2,0
100675,67.7,2,1
100676,154.83,2,1
100677,214.13,2,1
100678,93.25,3,1
100679,453.08,4,1
100680,62.97,3,0
100681,40.01,2,0
100682,318.67,4,0
100683,257,2,0
100684,142.21,1,1
100685,619.89,4,1
100686,124.24,3,0
100687,101.43,2,0
100688,240.79,3,0
100689,57.87,2,0
100690,62.67,2,1
100691,235.52,3,0
100692,31.1,2,0
100693,64.65,2,1
100694,612.91,5,0
100695,653.24,3,1
100696,884.12,2,0
100697,358.69,3,0
100698,40.6,1,1
100699,48.96,1,0
100700,75.87,2,0
100701,285.85,4,0
100702,89.8,3,1
100703,543.81,3,1
100704,258.12,2,0
100705,453.13,4,0
100706,359.72,2,1
100707,178.83,1,0
100708,84.28,2,1
100709,40.29,2,0
100710,167.67,3,1
100711,118.53,2,0
100712,261.68,3,0
100713,92,1,1
100714,56.22,3,1
100715,58.98,2,0
100716,454.56,3,0
100717,558.31,5,0
100718,53.8,2,1
100719,140.74,2,0
100720,406.68,1,0
100721,1568.75,9,0
100722,30.54,2,1
100723,207.01,3,0
100724,46.32,1,0
100725,277.32,3,0
100726,135.57,3,0
100727,147.36,2,0
100728,123.01,1,0
100729,553.37,3,0
100730,91.52,1,1
100731,132.97,1,1
100732,69.38,1,0
100733,746.41,5,1
100734,126.7,2,0
100735,33.2,2,0
100736,41.64922,3,1
100737,55.06,3,1
100738,294.73,1,1
100739,90.59,1,0
100740,38.61,1,0
100741,305.49,3,0
100742,88.66,1,0
100743,207.17,3,0
100744,78.76,2,1
100745,416.12,1,0
100746,156.93,2,1
100747,47.23,2,1
100748,185.53,2,1
100749,147.59,1,1
100750,58.34304,2,1
100751,101.78,3,0
100752,266.19,4,0
100753,88.38,2,0
100754,361.51,2,0
100755,379.99,1,1
100756,284.65,2,1
100757,35.96,2,0
100758,32.35,1,1
100759,72.74916,1,1
100760,337.8,2,1
100761,281.79,2,1
100762,384.98,2,0
100763,129.24,1,1
100764,97.48,3,1
100765,251.69,1,0
100766,274.29,3,0
100767,185.46,2,1
100768,535.98,4,1
100769,283.1,4,0
100770,130.71,3,1
100771,367.74,2,0
100772,141.55,1,1
100773,248.46,2,0
100774,603.75,4,0
100775,70.28,3,0
100776,583.64,6,1
100777,151.73,2,0
100778,962.84,3,0
100779,45.9,2,0
100780,257.89,1,1
100781,544.54,2,0
100782,2393.59,8,1
100783,50.35,2,1
100784,272.22,1,1
100785,253.57,2,1
100786,120.28,2,0
100787,30.93,1,0
100788,212.82,3,0
100789,627.31,5,0
100790,260.57,1,0
100791,348.92,2,0
100792,154.04,3,0
100793,441.94,1,1
100794,333.83,2,1
100795,104.25,3,1
100796,48.74,2,1
100797,128.91,1,1
100798,241.8,4,0
100799,161.59,3,0
100800,34.69231,2,1
100801,223.39,1,0
100802,235.61,1,1
100803,262.56,2,1
100804,104.71,3,0
100805,643.36,5,0
100806,201.78,2,0
100807,377.48,3,0
100808,189.73,2,1
100809,125.88,2,0
100810,46.28,1,1
100811,256.52,4,0
100812,31.86835,2,1
100813,91.41,3,1
100814,74.65,1,1
100815,289.9,3,0
100816,338.15,3,0
100817,272.81,3,1
100818,69.9,1,1
100819,215.17,4,0
100820,174.59,3,1
100821,65.55,2,1
100822,216.42,2,1
100823,72.26,2,0
100824,268.21,4,0
100825,617.75,6,0
100826,461.98,2,0
100827,381.33,2,1
100828,107.32,2,1
100829,178.33,2,0
100830,1308.77,6,1
100831,183.14,2,0
100832,245.53,3,1
100833,71.54515,2,1
100834,921.29,2,1
100835,165.21,2,1
100836,437.48,2,0
100837,63.9489,1,0
100838,85.12,1,0
100839,43.5,1,0
100840,946.92,6,0
100841,380.26,3,1
100842,58.25,2,1
100843,194.81,2,1
100844,164.2,1,1
100845,199.94,2,0
100846,178.22,3,0
100847,35.29851,3,0
100848,113.02,2,1
100849,135.56,2,0
100850,75.9,2,1
100851,57.13,2,1
100852,35.38,1,1
100853,584.13,3,0
100854,132.35,3,1
100855,410.39,2,0
100856,1170.98,5,0
100857,61.32,2,1
100858,138.96,2,0
100859,50.25,2,1
100860,71.28,2,1
100861,176.57,2,0
100862,1320.8,8,1
100863,78.17,2,0
100864,83.85,3,0
100865,95.59,2,1
100866,996.59,5,0
100867,176.42,2,1
100868,37.05,1,0
100869,180.57,2,1
100870,258.62,2,0
100871,407.4,3,0
100872,295.95,3,1
100873,328.93,3,0
100874,1048.72,5,1
100875,296.93,1,1
100876,83.83,2,0
100877,50.6,3,1
100878,78.46,3,1
100879,348.72,1,1
100880,129.61,1,1
100881,262.41,3,0
100882,46.52,2,0
100883,335.36,2,1
100884,123.06,2,0
100885,3649.93,10,1
100886,435.76,2,1
100887,1253.28,10,0
100888,768.22,5,1
100889,48.36,1,0
100890,154.65,2,0
100891,903.43,6,1
100892,324.56,2,1
100893,58.97,3,0
100894,270.23,3,1
100895,121.93,2,1
100896,95.06,3,1
100897,1442.13,7,0
100898,211.4,2,0
100899,81.01,2,1
100900,1516.49,6,1
100901,370.79,1,0
100902,454.36,3,0
100903,60.37,2,1
100904,223.41,2,0
100905,121.64,2,0
100906,96.19,3,1
100907,102.76,1,1
100908,96.32,1,0
100909,81.47605,1,0
100910,150.55,1,1
100911,243.21,3,1
100912,67.18,1,0
100913,40.71,2,1
100914,232.83,3,1
100915,135.52,3,0
100916,80.05,3,1
100917,411.76,2,0
100918,374.56,4,0
100919,296.4,3,1
100920,75.63,3,0
100921,163.86,3,1
100922,36.39,1,0
100923,81.51053,2,1
100924,45.44,2,1
100925,166.33,3,0
100926,118.36,1,1
100927,567.31,5,1
100928,381.4,4,0
100929,151.61,2,0
100930,48.93,1,0
100931,73.91,2,0
100932,118.35,2,0
100933,216,3,1
100934,192.98,2,1
100935,96.65,3,1
100936,118.69,1,0
100937,150.18,2,1
100938,95.46,2,1
100939,166.14,2,0
100940,70.81,3,1
100941,909.4,3,0
100942,57.44,2,1
100943,1770.28,9,0
100944,311.86,4,1
100945,147.43,1,0
100946,86.26,1,1
100947,194.86,2,0
100948,212.16,2,0
100949,47.7,1,1
100950,232.27,3,0
100951,266.84,3,0
100952,97.6,2,1
100953,56.22,2,1
100954,85.66,2,0
100955,32.8,1,1
100956,131.36,2,1
100957,220.04,3,1
100958,237.34,1,1
100959,30.06,1,0
100960,274.5,1,1
100961,105.2,1,0
100962,840.26,6,0
100963,48.14,2,0
100964,77.89,2,1
100965,124.6,1,1
100966,77.43,3,0
100967,352.12,2,1
100968,334.25,3,1
100969,66.29,3,1
100970,495.6,2,0
100971,263.15,4,1
100972,783.78,5,1
100973,209.81,3,0
100974,294.86,1,0
100975,59.16,2,1
100976,33.35,2,1
100977,155.71,3,1
100978,34.28,2,1
100979,88.21,1,0
100980,47.28,2,1
100981,107.11,2,1
100982,263.42,3,1
100983,72.29,2,0
100984,134.74,2,0
100985,158.01,1,1
100986,162.37,2,0
100987,217.38,4,0
100988,393.14,2,0
100989,713.59,4,1
100990,67.86,2,0
100991,590.43,3,1
100992,579.76,4,0
100993,1020.63,8,0
100994,386.89,4,0
100995,61.87,2,1
100996,206.56,2,0
100997,77.75,2,0
100998,33.07,1,0
100999,57.08,2,1
101000,525.08,6,0
101001,229.16,2,1
101002,289.22,1,0
101003,103.6,3,0
101004,258.63,1,1
101005,105.31,1,1
101006,168.56,2,1
101007,567.66,4,0
101008,51.37,1,1
101009,263.88,3,1
101010,542.63,2,0
101011,288.09,1,0
101012,203.18,3,1
101013,615.53,3,1
101014,101.01,3,1
101015,78.38012,2,1
101016,539.7,3,0
101017,61.47333,2,1
101018,152.46,2,1
101019,286.36,2,1
101020,239.63,3,1
101021,70.51,3,0
101022,238.4,3,1
101023,124.94,2,1
101024,174.22,2,0
101025,256.5,2,0
101026,788.49,3,0
101027,75,2,1
101028,238.86,4,1
101029,259.12,3,1
101030,320.56,3,1
101031,61.79,2,0
101032,97.13,2,0
101033,51.41,2,0
101034,69.35,3,0
101035,71.03,2,1
101036,105.17,3,0
101037,432.92,2,0
101038,38.89,1,1
101039,104.3,2,0
101040,36.55,1,1
101041,49.11,1,0
101042,373.88,1,0
101043,97.33,1,1
101044,254.76,4,1
101045,229.82,2,1
101046,275.73,2,0
101047,83.52,1,1
101048,149.8,1,1
101049,30.87,1,0
101050,345.91,2,1
101051,660.55,4,0
101052,263.12,2,0
101053,125.34,2,1
101054,109.48,1,0
101055,435.16,1,1
101056,36.93,1,1
101057,161.06,3,1
101058,345.43,2,0
101059,57.5861,3,1
101060,110.2,1,1
101061,126.9,2,1
101062,108.33,3,0
101063,223.91,3,1
101064,138.09,1,1
101065,237.15,3,1
101066,1778.48,9,1
101067,56.75,3,1
101068,319.31,2,0
101069,603.29,6,1
101070,493.1,3,1
101071,150.36,2,1
101072,41.79,2,1
101073,653.94,3,1
101074,236.89,1,0
101075,233.41,1,0
101076,72.75,3,1
101077,448.71,1,1
101078,38.2,1,0
101079,473.27,3,1
101080,70.95269,2,1
101081,119.87,3,1
101082,85.34,2,1
101083,76.22,1,0
101084,789.02,5,1
101085,666,3,1
101086,110.86,2,1
101087,211.67,3,1
101088,208.65,2,0
101089,138.14,2,0
101090,248.2,3,0
101091,65.37,3,0
101092,47.5,2,0
101093,73.82,1,1
101094,237.25,3,0
101095,129.17,1,1
101096,38.44,2,0
101097,79.53,2,1
101098,117.79,2,1
101099,803.16,3,0
101100,374.6,4,1
101101,493.1,3,0
101102,69.14,2,1
101103,130.82,2,0
101104,56.95,3,0
101105,44.35,1,1
101106,222.72,3,1
101107,129.79,3,1
101108,195.87,2,0
101109,554.33,5,1
101110,90.5,2,1
101111,408.78,4,1
101112,117.12,2,1
101113,46.59,1,1
101114,977,4,0
101115,221.36,3,1
101116,57.41,1,1
101117,154.01,3,1
101118,178.06,2,0
101119,83.88,2,1
101120,68.75,2,0
101121,67.07,2,1
101122,157.58,3,1
101123,100.5,3,1
101124,84.99,2,1
101125,78.27,2,1
101126,64.42,2,0
101127,383.42,3,1
101128,218.57,2,1
101129,153.81,2,0
101130,97.77,3,0
101131,152.54,3,0
101132,148.19,1,1
101133,59.13,2,0
101134,130.83,3,0
101135,94.41,1,0
101136,98.26,2,1
101137,520.56,2,1
101138,45.27861,1,1
101139,135.28,2,0
101140,89.52,1,0
101141,141.03,2,1
101142,391.13,2,0
101143,2115.19,5,1
101144,176.56,2,1
101145,172.19,2,0
101146,190.52,2,1
101147,39.33,2,0
101148,505.05,4,0
101149,90.72,1,1
101150,49.79,2,1
101151,40.37,1,1
101152,86.21,2,1
101153,156.98,2,0
101154,147.25,2,0
101155,64.12,2,1
101156,51.92,2,1
101157,412.12,1,0
101158,390.59,3,0
101159,197.66,3,1
101160,240.99,2,1
101161,85.07,3,1
101162,184.23,2,0
101163,154.41,2,1
101164,199.44,2,1
101165,544.77,3,0
101166,68.51,2,0
101167,54.56,2,0
101168,93.61,1,0
101169,77.63,3,1
101170,228.65,2,0
101171,176.4,3,0
101172,433.34,2,1
101173,235.19,2,1
101174,443.53,4,0
101175,173.33,2,0
101176,46.83,1,1
101177,880.21,6,0
101178,1062.55,5,0
101179,57.57,3,0
101180,327.18,4,0
101181,299.06,1,0
101182,147.44,3,0
101183,95.62,2,0
101184,314.52,3,1
101185,96.94,1,1
101186,44.48,2,1
101187,112.59,3,0
101188,81.92,1,0
101189,471.4,3,1
101190,798.61,4,1
101191,203.89,3,1
101192,316.95,2,0
101193,168.43,2,1
101194,64.34,3,0
101195,183.86,1,1
101196,267.05,1,1
101197,253.38,3,1
101198,639.57,5,1
101199,46.18,1,0
101200,179.28,2,0
101201,300.3,2,0
101202,106.17,1,1
101203,39.61,1,0
101204,241.74,4,0
101205,694.78,5,1
101206,262.72,3,0
101207,553.63,6,0
101208,262.75,2,1
101209,43.87,1,1
101210,144.37,2,1
101211,293.97,3,1
101212,75.78,3,0
101213,114.42,2,1
101214,117.89,2,1
101215,238.5,3,0
101216,38.60862,2,1
101217,77.45,1,1
101218,723.43,2,0
101219,110.32,2,0
101220,129.92,1,0
101221,50.7,2,1
101222,173.19,2,1
101223,45.75,1,1
101224,1851.2,8,0
101225,453.55,4,0
101226,515.56,4,1
101227,83.46,2,0
101228,40.12,2,0
101229,302.96,2,1
101230,331.74,2,1
101231,355.54,3,1
101232,70.07,1,0
101233,44.06,2,0
101234,436.47,2,1
101235,692.51,5,0
101236,1312.78,5,0
101237,89.75,3,1
101238,2030.63,11,0
101239,166.94,2,1
101240,82.49,3,0
101241,631.41,2,0
101242,1872.14,5,1
101243,127.45,2,0
101244,485.08,3,1
101245,269.75,2,0
101246,126.5,2,0
101247,2005.13,17,1
101248,336.36,2,0
101249,117.31,1,1
101250,144.96,2,1
101251,127.14,2,0
101252,366.2,4,1
101253,783.97,4,0
101254,186.17,3,0
101255,87.97043,2,1
101256,106.81,2,1
101257,551.02,3,1
101258,57.6,2,1
101259,338.17,3,0
101260,70.02,1,0
101261,74.02,3,0
101262,313.62,3,1
101263,609.2,5,1
